Fighter_Name,Height,Reach,Wins,Losses,Draws,Str_Acc,Str_Def,Wins_DQ,Wins_Decision,Wins_KO_TKO,Wins_Submission,Wins_Round_1,Wins_Round_2,Wins_Round_3,Wins_Round_4,Wins_Round_5
Yin Shuai,"5' 5""","66.0""",18,6,0,43%,54%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yizha,"5' 7""","71.0""",26,6,0,47%,49%,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Ashley Yoder,"5' 7""","69.0""",8,9,0,39%,47%,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
SangHoon Yoo,"6' 0""","74.0""",8,2,0,65%,40%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JooSang Yoo,"5' 7""","71.0""",9,1,0,58%,56%,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
ChangMin Yoon,"5' 8""","70.0""",8,3,1,48%,64%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kai Yoshida,"5' 9""","69.0""",6,2,0,50%,54%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SuYoung You,"5' 6""","65.0""",16,3,0,46%,70%,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Shane Young,"5' 8""","72.0""",13,8,0,40%,52%,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Shanna Young,"5' 7""","65.0""",9,6,0,47%,43%,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Gauge Young,"5' 9""","70.0""",10,3,0,51%,48%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Sodiq Yusuff,"5' 9""","71.0""",13,5,0,49%,53%,0.0,3.0,2.0,1.0,3.0,0.0,3.0,0.0,0.0
Anton Zafir,"5' 11""",0,7,3,0,64%,52%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aiemann Zahabi,"5' 8""","68.0""",14,2,0,47%,69%,0.0,6.0,2.0,0.0,2.0,0.0,6.0,0.0,0.0
Joao Zaiden,0,0,10,3,0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Youssef Zalal,"5' 10""","72.0""",18,5,1,50%,66%,0.0,4.0,0.0,4.0,2.0,2.0,4.0,0.0,0.0
Elizeu Zaleski dos Santos,"5' 11""","73.0""",25,10,1,41%,55%,0.0,6.0,4.0,1.0,3.0,1.0,7.0,0.0,0.0
Zach Zane,"5' 7""","69.0""",10,7,0,56%,20%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Zawada,"6' 0""","75.0""",17,7,0,41%,55%,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Magomed Zaynukov,"5' 10""","68.0""",8,0,0,60%,58%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manolo Zecchini,"5' 8""","68.0""",11,4,0,21%,46%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Zellhuber,"6' 1""","77.0""",15,4,0,38%,54%,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
Rickson Zenidim,"5' 7""","67.0""",14,2,0,32%,33%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zhang Lipeng,"5' 11""","71.0""",23,9,1,48%,53%,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Zhang Weili,"5' 4""","63.0""",26,4,0,52%,53%,0.0,6.0,2.0,2.0,2.0,2.0,2.0,0.0,4.0
Zhang Mingyang,"6' 2""","75.0""",19,7,0,60%,43%,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0
Zhang Qinghe,"5' 7""","67.0""",16,8,1,33%,49%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daermisi Zhawupasi,"5' 8""","68.0""",9,2,0,40%,55%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daria Zhelezniakova,"5' 9""","68.0""",10,2,0,41%,68%,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Yao Zhikui,"5' 5""","64.0""",2,4,0,21%,48%,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Zhu Kangjie,"5' 8""","70.0""",21,4,0,48%,70%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zhalgas Zhumagulov,"5' 4""","66.0""",14,9,0,43%,52%,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Fares Ziam,"6' 1""","75.0""",18,4,0,52%,65%,0.0,6.0,2.0,0.0,0.0,1.0,7.0,0.0,0.0
Allan Zuniga,"5' 7""","70.0""",13,1,0,52%,61%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brahyam Zurcher,"5' 10""","70.0""",9,1,0,15%,59%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
